gridID,gridA_km2,ITP_Manage,DPA_open_p,STP_p,WB_p,TDP_p,GPP_p,Restricted
"566","117",B,68.107265584671893,0.000000000000000,67.500249949598583,6.626447230157328,0.000000000000000,6.626447230157328
"628","116",B,79.636214063828774,6.941483477232564,82.273993411783081,17.180023194937412,0.000000000000000,17.180023194937412
"501","117",B,60.877250987542531,0.000000000000000,32.481569418409698,4.319452017384066,0.000000000000000,12.998270312174107
"528","117",C,7.316636103453522,7.316636103453522,11.433866908246191,0.000000000000000,4.345152301232685,11.661488116734160
"477","117",B,99.980219660871214,56.965313515502224,99.976636295519853,56.976126500735518,0.000000000000000,56.976126500735518
"503","117",B,13.500943758128669,0.000000000000000,14.217607559356573,0.093994977959544,0.003425108631286,1.357114890280084
"378","117",C,2.816871913990759,6.796646777892206,35.629295153897402,1.245399217737188,0.878443537259324,34.214221071318697
"530","117",C,22.701883127640954,47.937413321418120,48.124795209854909,1.046346771085200,0.564318951859700,48.501733167515525
"39","119",E,0.000000000000000,0.107249300600516,1.742082652024606,1.791197621249388,0.000000000000000,1.791197621249388
"446","117",B,65.666997537993993,47.767550867757805,65.101593838457802,47.775967710423032,0.000000000000000,47.775967710423032
"597","116",B,91.018178804057683,1.616425712010159,89.718793154210204,1.616425799770092,0.000000000000000,1.616425799770092
"69","119",E,0.000000000000000,0.000000000000000,9.815240248737956,10.297715815302221,0.006639322110126,10.304355081997471
"98","119",E,0.000000000000000,0.000000000000000,14.943355283955450,12.415386646516289,0.926932085285907,13.342331266010014
"569","117",B,27.542230020809171,27.665074767559823,27.562069384989460,27.665149415138860,0.000000000000000,27.665149415138860
"599","116",B,14.284065020124478,15.213617832759676,15.187500956552167,15.213748635096149,0.000000000000000,15.213748635096149
"508","117",B,97.906016441024278,46.094027135171999,97.884298545901643,46.093844720621512,0.000000000000000,46.093844720621512
"509","117",B,5.630091814115586,5.779103165561326,5.531189490043194,5.779133524694012,0.000000000000000,5.779133524694012
"596","116",B,10.068372868435290,5.959970537027500,10.158498574154097,6.114802766877782,0.004980368687250,6.119783009551762
"529","117",C,8.039292620379440,16.181805147385756,19.792138631188006,0.895468042461659,3.606930180865840,19.788820651417630
"376","117",C,9.506764853772919,9.506764871565574,9.655042001968557,0.000000000000000,0.119232960013501,9.626008992765597
"531","117",B,5.357256993222208,1.265314127500135,1.381853234276179,4.084990102389976,0.149574862226519,5.499879842342938
"498","117",C,26.604543664760570,44.024207801714610,46.340304118390115,0.000000000000000,2.414096885819635,46.460809960814579
"595","116",B,1.927468973626617,0.000000000000000,1.985917917137673,1.927474017421228,0.028539432412292,1.956013431878067
"407","117",C,3.918206472866426,3.918206447984035,4.845405712377962,0.000000000000000,1.050895508419161,4.969138209242932
"568","117",B,100.000000000000000,14.114927945335380,100.000000000000000,14.114927870545930,0.000000000000000,14.114927870545930
"348","118",C,6.781115720439014,2.853793794938041,25.528025559687567,2.231611051636213,0.422252405164840,21.376568243211043
"496","117",C,0.000000000000000,0.000000000000000,1.346308592417832,0.000000000000000,1.331568373838824,1.331770083734955
"472","117",B,97.682196380461122,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"497","117",C,1.622566972229765,1.622566972229765,2.614132334332560,0.000000000000000,1.091948081784804,2.714701857317015
"414","117",B,85.691267342063085,81.545435486320116,87.215286274380531,81.544917959105959,0.000000000000000,81.544917959105959
"658","116",A,25.732332103357709,9.117612772297100,27.473360829792256,27.918454558034629,0.000000000000000,27.918454558034629
"8","119",E,0.000000000000000,2.669701863797655,7.962972164059812,6.613152626061582,0.000000000000000,6.613152626061582
"556","117",C,2.063952204121096,2.063952204121096,3.729189556994372,0.000000000000000,1.690423090103013,3.754547778930744
"409","117",C,6.497148685370110,0.115382162081365,12.960861137482116,3.987125992424339,0.023549442534359,10.042997615758866
"535","117",B,93.308360677452256,0.000000000000000,93.463397998077653,0.000000000000000,0.000000000000000,0.000000000000000
"679","116",A,60.711745028987430,60.543626384983440,61.336110450669317,60.543626384983440,0.816108733803164,61.359708651166805
"473","117",B,99.380728507509033,0.000000000000000,99.392366364360186,0.000000000000000,0.000000000000000,0.000000000000000
"505","117",B,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"199","118",,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"471","117",B,92.844365288759718,0.000000000000000,99.386816030146733,0.267506632514874,0.000000000000000,6.824882406978098
"398","117",,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"413","117",B,100.000000000000000,19.913013126560671,100.000000000000000,19.912211169483221,0.000000000000000,19.912211169483221
"567","117",B,86.262357467352217,0.000000000000000,99.902106207855553,0.000000000000000,0.000000000000000,13.707935139144981
"707","116",A,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"321","118",B,56.353962408625733,20.498988336557769,56.243643867304925,58.698165614143242,24.953527086289963,58.921266267698023
"288","118",D2,25.413164432462597,3.009934334375759,25.222773724426030,25.053266454454587,3.332662317772303,28.386703770875656
"382","117",B,72.456634378299171,0.000000000000000,72.644775899912403,28.354056591314706,6.417140566963630,28.354056758190261
"352","118",B,54.943299994790515,15.872815235508485,54.678241414721995,55.224796450619706,17.796822260392144,55.224805723277299
"351","118",B,14.211153310325907,0.000000000000000,14.246241544187663,13.634201674002846,2.405781487724593,13.910744163840384
"383","117",B,75.148813957683245,50.683578570937293,76.530997603184176,58.830682599085243,1.634671072420676,58.830682599046042
"289","118",D2,36.899446649937111,0.000000000000000,49.697432513663983,44.367093476559297,0.025231691021444,44.420045340182000
"381","117",B,19.682743981126581,0.000000000000000,64.191023254677887,3.462527501440084,0.001235244982702,59.019865943373496
"287","118",D2,37.120164781819859,0.000000000000000,37.134610530948322,37.115637964622394,0.000000000000000,37.115637964622394
"320","118",D1,9.396234105659271,0.000000000000000,10.106074222780872,10.151995620556043,0.220082209874249,10.151996253378606
"318","118",D2,5.134836707704408,5.095960033564914,5.377990339768712,5.445047584133474,2.724783803531023,8.169698308370778
"319","118",D2,11.662601581103464,0.327182441514031,16.337265177054203,16.481257736994365,0.000000000000000,16.664607424598838
"353","118",B,4.936638111464268,4.560130011240606,5.027129567680330,5.152124864840160,0.000000000000000,5.152124864840160
"895","115",,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"678","116",A,4.314855728988187,3.977393919310237,5.402833661883546,3.977393919310237,0.940311622282717,4.917683550109880
"591","116",A,0.000000000000000,0.000000000000000,3.606598144342187,0.000000000000000,3.645001252686621,3.644159029944883
"322","118",B,4.791797019393032,4.517846212191094,5.118101521582466,4.814481696624626,0.004046318092333,4.814481696624626
"638","116",,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"474","117",B,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"475","117",B,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"476","117",B,100.000000000000000,1.599334094148194,100.000000000000000,1.600985601561406,0.000000000000000,1.600985601561406
"537","117",B,98.075095145095915,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,1.915631767396996
"536","117",B,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"443","117",B,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"380","117",C,14.689749082340754,0.000000000000000,57.289744071654752,3.922340744965666,0.000000000000000,47.755099004302522
"410","117",C,14.781141784584619,0.000000000000000,86.543096696529929,1.298781186116959,0.000000000000000,73.067433311988921
"411","117",B,78.542238294908032,0.000000000000000,93.861683766763363,0.000000000000000,0.000000000000000,18.976033307343798
"412","117",B,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"442","117",B,99.997403020884093,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"507","117",B,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"627","116",B,87.736774394387595,0.000000000000000,85.683566477301937,0.000000000000000,0.000000000000000,0.000000000000000
"440","117",C,38.945936691562622,1.143124021636473,72.406773734772642,10.175935163862553,0.000000000000000,39.927180913507229
"506","117",B,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"444","117",B,100.000000000000000,4.865504853898226,100.000000000000000,4.865666028248624,0.000000000000000,4.865666028248624
"657","116",A,70.019990659314018,0.000000000000000,70.287134916454008,4.483545263532309,0.000000000000000,4.483545263532309
"441","117",B,51.767784442512607,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,48.232558196799111
"439","117",C,10.100604525846917,1.370403086497604,21.789897772930875,3.768339434993838,0.022355134051924,14.684617758533944
"470","117",C,20.394032290145724,0.481970696024330,29.036546136473792,14.885025911446103,0.195487986398050,21.214142062633702
"291","118",D1,13.824580117046834,11.413552657905512,14.957329528358068,15.704865156984827,1.564866186591150,15.704865156984827
"350","118",C,3.250830729071749,0.000000000000000,6.101962086895972,0.003722915809041,0.968265364032155,3.558601645808058
"222","118",E,0.000000000000000,0.000000000000000,3.901744518994510,3.588827541576065,0.071866836438316,3.660694339425852
"35","119",E,0.000000000000000,3.036128439839692,5.831380944114758,5.560727373258146,0.025687343095716,5.682752466690224
"128","118",E,0.000000000000000,0.000000000000000,6.969619710196140,6.563131456703114,0.749399514450334,7.312527326069244
"191","118",E,0.000000000000000,0.000000000000000,5.831920335473696,5.416198191318120,0.000000000000000,5.416198191318120
"656","116",A,3.813208276133788,0.000000000000000,5.319032098116354,0.000000000000000,1.471034503954830,1.471130235312421
"686","116",A,58.101577356242878,45.114585931134037,69.709802934799526,45.114585931134037,11.325098153277814,56.440260797761859
"687","116",A,72.834135016139399,14.972015902859027,72.442777399285958,20.408855009094939,0.000000000000000,20.408855009094939
"717","116",A,22.940177270019099,18.375868021363708,22.397982657459170,18.375868021363708,0.094524308583081,18.470414969121599
"469","117",C,4.896762544571940,3.612927267110289,10.440748771481504,3.612927286132109,3.068486405700235,8.459322084358933
"468","117",C,2.524989628327968,2.524989625460651,3.443674199381022,0.000000000000000,1.021183374778654,3.546225195331325
