"","lat_lon","gridID"
"13035","34.506_-77.466",222
"6084","34.55722_-77.34028",223
"6124","34.5625_-77.37611",223
"6136","34.55806_-77.34444",223
"6153","34.56222_-77.35472",223
"6184","34.55667_-77.34083",223
"6331","34.55583_-77.34028",223
"6387","34.56111_-77.37167",223
"6456","34.56667_-77.41667",223
"6508","34.56333_-77.34139",223
"6650","34.565_-77.36139",223
"6777","34.56806_-77.36556",223
"6896","34.55667_-77.36667",223
"6907","34.56306_-77.34972",223
"6915","34.56556_-77.3775",223
"6933","34.56472_-77.35278",223
"6940","34.56472_-77.36556",223
"6970","34.55111_-77.33361",223
"6978","34.56361_-77.35889",223
"6981","34.565_-77.355",223
"6983","34.56583_-77.36833",223
"7000","34.5525_-77.33889",223
"13034","34.517_-77.424",223
"6066","34.575_-77.41972",253
"6068","34.62194_-77.3775",253
"6070","34.59167_-77.43694",253
"6072","34.58556_-77.36917",253
"6074","34.63583_-77.34167",253
"6076","34.63111_-77.37417",253
"6078","34.6125_-77.39222",253
"6080","34.62444_-77.35361",253
"6082","34.58389_-77.40472",253
"6086","34.59056_-77.43444",253
"6088","34.61694_-77.41083",253
"6089","34.63417_-77.37472",253
"6091","34.58472_-77.37583",253
"6094","34.61389_-77.40833",253
"6096","34.62861_-77.34806",253
"6098","34.61389_-77.39167",253
"6100","34.64222_-77.37139",253
"6102","34.60194_-77.39028",253
"6104","34.58444_-77.39556",253
"6106","34.60167_-77.38806",253
"6108","34.61778_-77.41139",253
"6109","34.5875_-77.43278",253
"6111","34.58361_-77.37667",253
"6114","34.57333_-77.40583",253
"6116","34.62083_-77.35806",253
"6117","34.60139_-77.37694",253
"6118","34.65944_-77.35667",253
"6119","34.61667_-77.41583",253
"6122","34.58556_-77.39389",253
"6125","34.59278_-77.43722",253
"6127","34.63611_-77.34111",253
"6130","34.57778_-77.38167",253
"6132","34.58694_-77.38833",253
"6133","34.65556_-77.38056",253
"6134","34.5725_-77.34444",253
"6137","34.65222_-77.34778",253
"6138","34.61778_-77.38806",253
"6140","34.6175_-77.41333",253
"6142","34.62167_-77.35722",253
"6144","34.63694_-77.34056",253
"6145","34.57667_-77.36111",253
"6146","34.61222_-77.39389",253
"6148","34.6275_-77.35",253
"6149","34.63583_-77.37667",253
"6150","34.62_-77.38528",253
"6158","34.6175_-77.42639",253
"6160","34.60528_-77.37389",253
"6162","34.58111_-77.42472",253
"6164","34.61389_-77.40917",253
"6166","34.60861_-77.36639",253
"6168","34.61306_-77.40778",253
"6169","34.64389_-77.37139",253
"6170","34.58361_-77.37778",253
"6172","34.6225_-77.37667",253
"6174","34.5725_-77.36",253
"6176","34.58611_-77.43167",253
"6178","34.58417_-77.395",253
"6180","34.57861_-77.42056",253
"6182","34.62556_-77.37417",253
"6186","34.61972_-77.42667",253
